# Wavelength Flux
8836.5000000000 2346.7594872006
8836.7500000000 2366.6204571794
8837.0000000000 2391.6820303379
8837.2500000000 2398.7092328617
8837.5000000000 2397.1685926072
8837.7500000000 2390.9009403676
8838.0000000000 2380.3949264904
8838.2500000000 2365.9413858777
8838.5000000000 2354.9934140304
8838.7500000000 2352.1323268011
8839.0000000000 2365.4199107841
8839.2500000000 2378.9633055745
8839.5000000000 2384.7142910626
8839.7500000000 2382.8627257282
8840.0000000000 2366.3432704035
8840.2500000000 2311.5427595718
8840.5000000000 2200.4685619726
8840.7500000000 2088.6458162237
8841.0000000000 2103.3308424748
8841.2500000000 2231.5405989448
8841.5000000000 2330.6849355848
8841.7500000000 2362.2247213347
8842.0000000000 2359.0314377207
8842.2500000000 2355.0718003232
8842.5000000000 2362.4159349142
8842.7500000000 2368.8414809490
8843.0000000000 2377.8028009045
8843.2500000000 2376.5543159975
8843.5000000000 2369.2120267106
8843.7500000000 2365.3066383858
8844.0000000000 2371.0250285380
8844.2500000000 2376.6290513940
8844.5000000000 2371.6492274165
8844.7500000000 2355.7085466217
8845.0000000000 2344.2436997871
8845.2500000000 2353.0852910149
8845.5000000000 2370.9980607340
8845.7500000000 2383.7558981279
8846.0000000000 2389.7488743675
8846.2500000000 2392.1192824903
8846.5000000000 2396.4598325188
8846.7500000000 2395.0922352698
8847.0000000000 2394.6255480110
8847.2500000000 2396.1274511505
8847.5000000000 2393.3190856560
8847.7500000000 2393.4822025422
8848.0000000000 2391.0273410027
8848.2500000000 2383.0083142346
8848.5000000000 2362.5621733820
8848.7500000000 2309.0741037660
8849.0000000000 2237.1097146600
8849.2500000000 2222.0807258672
8849.5000000000 2287.8405341756
8849.7500000000 2355.1589326748
8850.0000000000 2383.9197954474
8850.2500000000 2388.9145014030
8850.5000000000 2384.7403720241
8850.7500000000 2376.9801170576
8851.0000000000 2374.0206674392
8851.2500000000 2378.9956702680
8851.5000000000 2385.4003898851
8851.7500000000 2385.9040185826
8852.0000000000 2385.8237995492
8852.2500000000 2384.4845855593
8852.5000000000 2384.5172997681
8852.7500000000 2387.1871743977
8853.0000000000 2386.9337575405
8853.2500000000 2386.6853037357
8853.5000000000 2389.5196084037
8853.7500000000 2385.0980008728
8854.0000000000 2382.9676309424
8854.2500000000 2384.1548549894
8854.5000000000 2388.5885160325
8854.7500000000 2389.0866629456
8855.0000000000 2388.0107753281
8855.2500000000 2387.5594698207
8855.5000000000 2384.9267333157
8855.7500000000 2382.9902627955
8856.0000000000 2381.2857195938
8856.2500000000 2377.4606023658
8856.5000000000 2380.7724271895
8856.7500000000 2382.8395996220
8857.0000000000 2387.0860324817
8857.2500000000 2384.9553048156
8857.5000000000 2385.4258692154
8857.7500000000 2383.4820169342
8858.0000000000 2379.4122478856
8858.2500000000 2377.8889983932
8858.5000000000 2378.0455924334
8858.7500000000 2378.8920193570
8859.0000000000 2380.6289599146
8859.2500000000 2381.5510915659
8859.5000000000 2377.6080968391
8859.7500000000 2376.7289344004
8860.0000000000 2374.3454278404
8860.2500000000 2376.8259542246
8860.5000000000 2375.7107357270
8860.7500000000 2376.4447107245
8861.0000000000 2371.9958132959
8861.2500000000 2368.3883246208
8861.5000000000 2368.9571639865
8861.7500000000 2364.4148139885
8862.0000000000 2358.7869635634
8862.2500000000 2355.3628781056
8862.5000000000 2351.1253549634
8862.7500000000 2356.3022078847
8863.0000000000 2359.1685265578
8863.2500000000 2352.3302127396
8863.5000000000 2345.0434052653
8863.7500000000 2336.2161373218
8864.0000000000 2318.3005320239
8864.2500000000 2279.2156400843
8864.5000000000 2219.4892821722
8864.7500000000 2151.5171385804
8865.0000000000 2132.1690582993
8865.2500000000 2193.0147685719
8865.5000000000 2266.8955737656
8865.7500000000 2293.2859542593
8866.0000000000 2293.8255039943
8866.2500000000 2307.2409419617
8866.5000000000 2328.1371520032
8866.7500000000 2343.6603051973
8867.0000000000 2349.7231294834
8867.2500000000 2352.7044578344
8867.5000000000 2350.2493413940
8867.7500000000 2350.3586875665
8868.0000000000 2347.5262238744
8868.2500000000 2344.4201219944
8868.5000000000 2326.5701832337
8868.7500000000 2256.3451822719
8869.0000000000 2099.5250077852
8869.2500000000 1951.5463602232
8869.5000000000 1967.9810865021
8869.7500000000 2128.7314352324
8870.0000000000 2267.6657048998
8870.2500000000 2316.0131227742
8870.5000000000 2285.2731375828
8870.7500000000 2237.0370545326
8871.0000000000 2241.9491897608
8871.2500000000 2302.7831223489
8871.5000000000 2351.3758848146
8871.7500000000 2370.8217227635
8872.0000000000 2372.9632623635
8872.2500000000 2372.9366570150
8872.5000000000 2372.7868753055
8872.7500000000 2371.6756408221
8873.0000000000 2373.1068454482
8873.2500000000 2374.2379445348
8873.5000000000 2376.5928655152
8873.7500000000 2378.5449348468
8874.0000000000 2377.9433563430
8874.2500000000 2376.5426213119
8874.5000000000 2377.5683085499
8874.7500000000 2378.6035824508
8875.0000000000 2378.8794242961
8875.2500000000 2376.5111793227
8875.5000000000 2371.2869397831
8875.7500000000 2368.8069471402
8876.0000000000 2364.4512454331
8876.2500000000 2362.1353965090
8876.5000000000 2356.6212790125
8876.7500000000 2346.3743284039
8877.0000000000 2351.1593262976
8877.2500000000 2362.0347125326
8877.5000000000 2368.5226462802
8877.7500000000 2360.2955691925
8878.0000000000 2327.0618771598
8878.2500000000 2267.2753337230
8878.5000000000 2240.7218051377
8878.7500000000 2273.1753091035
8879.0000000000 2322.3346118583
8879.2500000000 2344.5947025962
8879.5000000000 2349.0032445078
8879.7500000000 2358.2538260399
8880.0000000000 2365.2752326877
8880.2500000000 2354.4489277850
8880.5000000000 2324.4390647298
8880.7500000000 2292.2153645119
8881.0000000000 2273.7226176957
8881.2500000000 2283.2278495083
8881.5000000000 2319.3202321681
8881.7500000000 2354.0594263528
8882.0000000000 2370.5468252657
8882.2500000000 2372.5402278242
8882.5000000000 2372.4322628838
8882.7500000000 2372.3112383094
8883.0000000000 2368.2236514301
8883.2500000000 2368.1719006968
8883.5000000000 2369.5967384880
8883.7500000000 2371.4984065588
8884.0000000000 2370.7414722674
8884.2500000000 2371.0298932524
8884.5000000000 2366.5365121151
8884.7500000000 2359.0568951931
8885.0000000000 2354.5128204192
8885.2500000000 2358.9227171090
8885.5000000000 2359.2458775480
8885.7500000000 2347.4870666062
8886.0000000000 2330.6173647157
8886.2500000000 2319.0387424310
8886.5000000000 2323.3502194533
8886.7500000000 2336.2478797946
8887.0000000000 2352.5068000229
8887.2500000000 2363.6064428048
8887.5000000000 2365.9533262189
8887.7500000000 2364.6136859738
8888.0000000000 2365.4963433094
8888.2500000000 2372.1155919289
8888.5000000000 2373.8100612465
8888.7500000000 2373.4009989597
8889.0000000000 2368.5062403126
8889.2500000000 2358.4934561174
8889.5000000000 2351.1091309819
8889.7500000000 2356.6388549133
8890.0000000000 2366.7673418306
8890.2500000000 2376.5733345352
8890.5000000000 2376.1110004918
8890.7500000000 2375.7292669664
8891.0000000000 2373.9109958273
8891.2500000000 2375.9654359838
8891.5000000000 2374.8965745793
8891.7500000000 2372.8132168744
8892.0000000000 2369.1775337699
8892.2500000000 2367.0529735189
8892.5000000000 2367.0145946077
8892.7500000000 2373.1401648447
8893.0000000000 2371.9273893486
8893.2500000000 2363.3046328307
8893.5000000000 2344.8668711213
8893.7500000000 2330.1854260652
8894.0000000000 2332.9512709948
8894.2500000000 2344.2059713120
8894.5000000000 2337.2319896750
8894.7500000000 2287.8125901819
8895.0000000000 2217.4528821101
8895.2500000000 2205.7974643880
8895.5000000000 2268.9292507704
8895.7500000000 2330.3329615932
8896.0000000000 2356.1540416252
8896.2500000000 2357.4639813298
8896.5000000000 2359.3231905618
8896.7500000000 2363.0335520008
8897.0000000000 2363.8812452888
8897.2500000000 2362.4816771533
8897.5000000000 2361.4205457966
8897.7500000000 2361.8936363357
8898.0000000000 2366.0564265774
8898.2500000000 2365.7362407005
8898.5000000000 2365.3521611650
8898.7500000000 2366.0706639178
8899.0000000000 2367.3542838035
8899.2500000000 2366.7153249073
8899.5000000000 2356.2705156941
8899.7500000000 2339.4027187822
8900.0000000000 2325.8910439032
